"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Summer term","Regional","E92000001","England","E12000001","North East","","","","Secondary",171.592592592593,"130777.851851852","11930950","12394149","463199","1424707","677419","747288","403593","13818856","5708237","5860839","11569076","361874","411003","53400","9034","11388","1007","11","77197","67850","399","1159","44953","57992","0","36531","228633","123169","16874","126181","41719","563320","16068",173,"163985","89.6901234081895","10.3098765918105","4.90213516951041","5.40774142230008","2.97421870522422","0.3864285147772","0.913107423653593","4.07645900644742","0.301899086291948","0.116275905907117","0.0653744419943301","0.0824091371963063","0.00728714446405694","0.55863524448044","0.00288735912726784","0.00838709079825421","0.325301891849803","0.490995781416349","30.6241093947564"
"202425","202425","Summer term","Regional","E92000001","England","E12000005","West Midlands","","","","Secondary",417.574074074074,"321427.833333333","29495305","30553801","1058496","3194071","1818584","1375487","1155548","33747872","14023175","14436221","28459396","1035909","1149789","118600","72399","99142","1504","0","115391","163737","756","4308","92953","88032","0","54515","594681","308407","12861","199184","119639","1012091","44573",429,"413577","90.5354891709913","9.46451082900871","5.38873680687185","4.07577402213686","3.40699703969483","0.35142956569232","0.590212028776214","2.99897723921674","0.354508278329371","0.132076475814534","0.214529082011452","0.293772596980337","0.00445657729174746","0.341920818000021","0.00224014124505391","0.0127652493170532","0.275433662898804","0.485177257991259","31.9943748401943"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000018","Rotherham","372","Special",6.79032258064516,"1014.14516129032","105218","107344","2126","17483","10327","7156","554","124827","52626","52190","104816","402","4604","1453","59","183","0","0","239","871","4","12","2902","1395","0","4","713","12","2","1863","152","5057","84",7,"1293","85.994215994937","14.005784005063","8.27304990106307","5.73273410399994","3.6883046135852","1.16401099121184","1.49246557235214","4.05120687030851","0.121768527642257","0.0672931336970367","0.0472654153348234","0.146602898411401","0","0.191464987542759","0.00320443493795413","0.00961330481386239","2.32481754748572","0.697765707739511","34.6020761245675"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000017","Doncaster","371","Special",6.93548387096774,"729.306451612903","77874","79271","1397","9960","6747","3213","292","89231","39024","38627","77651","223","3656","997","14","13","21","0","142","1015","10","15","864","58","0","20","876","0","443","785","69","2292","67",7,"902","88.8379599018278","11.1620400981722","7.56127354843048","3.60076654974168","4.09723078302384","1.11732469657406","0.879739104123007","2.56861404668781","0.077327386222277","0.0750860127085878","0.0156896145958243","0.0145689278389797","0.0235344218937365","0.159137519471932","0.0112068675684459","0.0168103013526689","0.96827335791373","1.13749705819726","36.4640883977901"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000019","Sheffield","373","Special",12.4354838709677,"1624.58064516129","152310","155191","2881","33073","23740","9333","875","188264","76796","75110","151906","404","10918","2045","391","76","0","0","224","3615","6","33","6432","1239","0","60","1486","42","54","1528","471","7219","115",13,"1883","82.4326477712149","17.5673522287851","12.6099519823227","4.95740024646241","5.79930310627629","1.08624059830876","0.811626227000382","3.83450898737942","0.250180597458887","0.0610844346237199","0.207687077720648","0.0403688437513279","0","0.118981855267072","0.00318701398036799","0.017528576892024","3.41647898695449","1.92017592317172","38.4848484848485"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000034","Kirklees","382","Special",6.53225806451613,"685.709677419355","73004","74643","1639","9699","7664","2035","413","84342","36577","36064","72641","363","4060","910","338","0","0","0","8","1249","0","0","1099","546","0","0","1023","70","0","594","50","1365","26",7,"927","88.5003912641389","11.4996087358611","9.08681321287141","2.41279552298973","4.813734556923","1.07894050413791","0.70427544995376","1.61841075620687","0.059282445282303","0.0308268715467976","0.400749330108368","0","0","0.00948519124516848","0","0","1.30302814730502","1.48087548315193","35.2697095435685"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000011","Greenwich","203","Special",4,"484.224137931034","46964","47868","904","7635","5951","1684","614","55503","23031","23357","46388","576","2607","666","72","6","10","0","10","2435","0","1","144","434","0","50","224","82","114","30","38","852","764",4,"606","86.2439868115237","13.7560131884763","10.7219429580383","3.03407023043799","4.69704340305929","1.19993513864115","0.0540511323712232","1.53505215934274","0.068464767670216","1.37650217105382","0.129722717690936","0.0108102264742446","0.0180170441237411","0.0180170441237411","0","0.00180170441237411","0.259445435381871","4.38715024413095","35.2159468438538"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000054","Wiltshire","865","Special",4.93103448275862,"914.155172413793","89452","91679","2227","11403","9444","1959","308","103082","44732","44447","89179","273","3858","829","32","231","0","0","155","1513","0","11","2815","1299","0","49","830","5","44","419","35","1277","228",5,"1081","88.9379329077822","11.0620670922178","9.16163830736695","1.9004287848509","3.74265148134495","0.804214120797035","0.406472517025281","1.23881958052812","0.0339535515414912","0.221183135756","0.0310432471236491","0.224093440173842","0","0.150365728255175","0","0.0106711161987544","2.73083564540851","1.46776352806504","34.5824411134904"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E10000030","Surrey","936","Special",28.7586206896552,"3073.1724137931","293279","301901","8622","42347","29768","12579","2876","344248","145566","145419","290985","2294","11882","3135","236","265","48","0","496","8031","2","203","5470","3138","0","498","3402","1297","287","1781","582","10096","120",30,"3887","87.6986939648161","12.3013060351839","8.6472543050359","3.65405173014803","3.45158141804745","0.910680672073621","0.517359577978666","2.93276939880551","0.169064163045246","0.0348585903186075","0.0685552276265948","0.0769793869535916","0.013943436127443","0.144082173316911","0.000580976505310125","0.0589691152889777","1.58897074202319","2.33291115707281","33.5152838427948"
"202425","202425","Summer term","Local authority","E92000001","England","E12000008","South East","E06000044","Portsmouth","851","Special",4.91379310344828,"717.413793103448","60920","63807","2887","17230","11052","6178","1026","81037","30104","29845","59949","971","3402","659","68","127","0","0","234","1660","2","2","4898","1176","0","8","395","16","1292","406","55","5645","72",5,"777","78.7381072843269","21.2618927156731","13.6382146426941","7.62367807297901","4.19808235744166","0.813208781174032","0.50100571343954","6.96595382356208","0.0678702321161938","0.0888483038611992","0.0839122869800215","0.156718535977393","0","0.288756987548897","0.00246800844058887","0.00246800844058887","6.04415267100214","2.04844700568876","53.6213468869123"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000023","Lewisham","209","Special",3.96551724137931,"644.741379310345","64884","65939","1055","7337","5689","1648","2010","73276","30589","32518","63107","1777","2604","926","127","0","0","0","60","1916","0","2","54","720","0","2","252","81","0","37","233","1298","80",5,"975","89.9871717888531","10.0128282111469","7.76379715049948","2.24903106064742","3.55368742835308","1.26371526830067","0.0504940225994869","1.77138490092254","0.317975872045417","0.109176265079972","0.173317320814455","0","0","0.0818821988099787","0","0.00272940662699929","0.0736939789289808","2.61477154866532","39.4259818731118"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000009","Trafford","358","Special",7.6551724137931,"785.310344827586","75459","78195","2736","9509","5626","3883","737","87704","37778","37281","75059","400","2779","593","58","4","0","0","138","1690","9","3","352","544","0","179","1863","7","143","499","337","2987","60",8,"1034","89.1578491288881","10.8421508711119","6.4147587339232","4.42739213718873","3.16861260603849","0.676137918452978","0.5689592264891","3.40577396697984","0.384247012679011","0.0684119310407735","0.0661315333394144","0.00456079540271823","0","0.157347441393779","0.010261789656116","0.00342059655203868","0.401349995439205","1.92693605764845","34.0243902439024"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E06000022","Bath and North East Somerset","800","Special",2,"369.379310344828","37548","37974","426","4817","3588","1229","759","42791","18141","18915","37056","492","1854","439","12","0","0","0","12","675","0","3","593","242","0","3","48","130","3","482","267","474","6",3,"577","88.7429599682176","11.2570400317824","8.38494075857073","2.87209927321166","4.33268677993036","1.02591666471922","1.12640508518146","1.10770956509546","0.62396298287023","0.0140216400644995","0.0280432801289991","0","0","0.0280432801289991","0","0.00701082003224977","1.38580542637471","1.5774345072562","38.3620689655172"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000026","Redbridge","317","Special",4.94827586206897,"589.189655172414","52256","53129","873","7877","4849","3028","1245","61006","25213","26437","51650","606","2473","691","312","317","0","0","19","986","0","6","45","466","0","0","407","0","0","239","639","2133","17",5,"776","87.0881552634167","12.9118447365833","7.94839851817854","4.96344621840475","4.05369963610137","1.13267547454349","0.391764744451365","3.4963774055011","1.04743795692227","0.0278661115300134","0.511425105727306","0.519621020883192","0","0.031144477592368","0","0.00983509818706357","0.0737632364029768","1.61623446874078","43.8144329896907"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000003","Cambridgeshire","873","Special",12.8448275862069,"1476.3275862069","143444","146641","3197","22366","16448","5918","1454","169007","71035","71607","142642","802","7612","1564","72","140","0","0","479","3570","3","31","2977","695","0","32","965","231","1274","657","652","4333","276",13,"1855","86.7662286177496","13.2337713822504","9.732141272255","3.50163010999544","4.50395545746626","0.925405456578722","0.388741294739271","2.56379913258031","0.385782837397268","0.163306845278598","0.0426017857248516","0.0828368055761004","0","0.283420213363944","0.00177507440520215","0.0183424355204222","1.76146550142893","2.11233854219056","36.1553150859325"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000022","Lambeth","208","Special",5.96551724137931,"541.862068965517","52744","55193","2449","6059","4592","1467","1095","61252","25559","26263","51822","922","2246","754","153","14","0","0","157","898","7","7","356","678","0","516","826","101","328","172","173","1089","33",6,"745","90.1080781035721","9.89192189642787","7.4968980604715","2.39502383595638","3.66681904264351","1.23098021289101","0.280807157317312","1.77790112975903","0.282439757069157","0.0538757918108796","0.24978776203226","0.0228563965258277","0","0.25631816103964","0.0114281982629139","0.0114281982629139","0.581205511656762","1.46607457715666","30.7964601769912"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000002","Bury","351","Special",3.48275862068966,"394.655172413793","34688","35636","948","6522","5173","1349","352","42158","17220","17345","34565","123","2425","389","80","0","0","0","65","430","1","8","1775","718","0","0","112","0","118","375","229","710","35",4,"584","84.5296266426301","15.4703733573699","12.2705061909958","3.19986716637412","5.75217040656578","0.92271929408416","0.889510887613264","1.68414061388111","0.5431946487025","0.083021016177238","0.18976232269083","0","0","0.154181887186299","0.00237202903363537","0.018976232269083","4.21035153470278","1.01997248446321","39.6436525612472"
