"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","education_phase","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000011","East Sussex","845","Secondary",25.7428571428571,"27373.1571428571","3308035","3342427","34392","336576","217264","119312","112431","3679003","1586102","1616590","3202692","105343","156836","11853","57","7","239","0","12902","18054","185","514","16617","9920","0","2653","15782","1382","4655","11833","7088","99570","821","25","28252","90.8514344783084","9.14856552169161","5.90551298816554","3.24305253352607","4.2630027754802","0.322179677483275","0.321636051941246","2.70643976098959","0.192660892094951","0.0223158285002758","0.00154933279478163","0.000190268939710025","0.00649632522724227","0.350692837162677","0.00502853626376494","0.0139711764301361","0.451671281594497","0.490730776789255","25.6856163405228"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000003","Manchester","352","Secondary",31.4142857142857,"35029.7857142857","4257693","4295837","38144","336398","162668","173730","188181","4632235","1993422","2099857","4093279","164414","115468","11322","385","18","268","0","12777","12639","197","284","9310","15477","0","2606","18997","25","1039","17761","23767","128517","3685","33","36932","92.7378900250095","7.26210997499047","3.51165258239273","3.75045739259774","2.49270600476876","0.244417651522429","0.383421825533463","2.77440587534959","0.51307845996587","0.079551231748821","0.00831132272002608","0.000388581321975245","0.00578554412718698","0.275827975048762","0.00425280669050685","0.00613094974672054","0.200982894866085","0.272848851580285","19.920033089756"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000024","Merton","315","Secondary",8.65714285714286,"8869.15714285714","1115798","1124445","8647","73137","47063","26074","33506","1197582","533822","550547","1084369","31429","36939","4409","55","0","0","0","1310","3735","48","161","406","3007","0","1218","4264","3","155","1795","2077","22054","148","9","9394","93.8929442827297","6.1070557172703","3.92983528476547","2.17722043250483","3.08446519737271","0.36815850605637","0.149885352318255","1.84154404458317","0.173432800426192","0.0123582351772154","0.00459258739693816","0","0","0.109387081636164","0.00400807627369149","0.0134437558346735","0.0339016451483072","0.311878435046619","17.8368528245257"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000028","Southwark","210","Secondary",19.2714285714286,"15851.7714285714","1729758","1751288","21530","120064","72299","47765","54827","1871352","822510","858278","1680788","48970","53779","6638","51","6","2","0","4234","6082","136","270","1101","8244","0","1660","9879","4","1743","3245","5857","34493","4170","20","19782","93.584103899213","6.41589610078702","3.86346342109876","2.55243267968827","2.87380460757784","0.354716803679906","0.173404041569945","1.84321282153224","0.312982271641038","0.222833544945045","0.00272530234824875","0.000320623805676324","0.000106874601892108","0.226253532205593","0.00726747292866334","0.0144280712554346","0.0588344683416054","0.3250056643539","19.2870826491516"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000031","Peterborough","874","Secondary",14.9714285714286,"16687.2428571429","1861816","1878560","16744","156179","102767","53412","63253","2034739","886443","917325","1803768","58048","77360","5933","33","14","3","0","7642","7854","98","134","3695","4972","0","1359","9160","7","1246","5662","5205","41598","947","15","19276","92.3243718236098","7.67562817639019","5.05062320032201","2.62500497606818","3.80196182409636","0.291585308975746","0.278266647466825","2.04438996844313","0.255806764405656","0.0465415957525756","0.00162182963023759","0.000688048934040189","0.000147439057294326","0.37557642528108","0.00481634253828132","0.00658561122581324","0.181595772234178","0.385995451996546","22.3122671720803"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000009","Trafford","358","Secondary",18.7857142857143,"17197.2857142857","2199446","2224032","24586","134837","105132","29705","46237","2358869","1066300","1090463","2156763","42683","84074","7933","300","1","1","0","2405","7593","73","138","2614","2187","0","3010","19220","11","158","5446","3554","18524","2181","19","20026","94.2838283940312","5.71617160596879","4.4568816665953","1.25928993937349","3.56416570822712","0.336305237806762","0.230873354984953","0.785291595251792","0.150665424828594","0.0924595643081494","0.0127179593271182","4.23931977570607e-05","4.23931977570607e-05","0.101955640605731","0.00309470343626543","0.00585026129047438","0.110815818936957","0.321891550569362","14.9803115904811"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000065","North Yorkshire","815","Secondary",41.6857142857143,"32021.2285714286","3999978","4044602","44624","365499","257609","107890","98868","4410101","1936664","1971255","3907919","92059","189022","19948","158","7","169","40","15410","22695","414","324","9418","12153","1","7845","21810","2054","761","16274","6809","82694","2113","42","35834","91.7122306269176","8.28776937308239","5.84134014164301","2.44642923143937","4.2861149892032","0.452325241530749","0.369016491912544","1.87510444772127","0.154395556927154","0.0479127348784075","0.00358268438750042","0.000158726523496854","0.00383211178156691","0.349425103869503","0.0093875401039568","0.00734677051614011","0.213555199756196","0.514614064394444","23.4450492324628"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000051","Shropshire","893","Secondary",19.3285714285714,"15114.7142857143","1877599","1897311","19712","165817","125979","39838","56934","2063128","909454","914999","1824453","53146","96987","8831","289","0","239","0","5770","8205","283","255","5120","3054","0","1921","12516","1836","385","4308","3788","31420","322","20","16569","91.9628350737327","8.0371649262673","6.10621347778713","1.93095144848017","4.70096862628009","0.428039365468357","0.208809148050921","1.52293023021354","0.183604701210977","0.0156073690047346","0.0140078560321997","0","0.0115843515283589","0.279672419743225","0.0137170354917388","0.0123598729695879","0.248166861193295","0.39769708908027","23.9259165931712"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000042","Milton Keynes","826","Secondary",14.8142857142857,"20337.3285714286","2520714","2538134","17420","210548","140466","70082","111820","2748682","1189154","1228619","2417773","102941","106627","9206","36","2","15","0","7605","9829","118","203","6825","1305","4","983","10590","4101","437","7390","8879","52032","1781","15","23532","92.340037879973","7.65996212002698","5.11030377468183","2.54965834534515","3.87920465153845","0.334924156377493","0.268856128137049","1.89297998095087","0.323027545565475","0.064794690691757","0.0013097186215066","7.27621456392555e-05","0.000545716092294416","0.276678058793269","0.00429296659271607","0.00738535778238443","0.248300821993959","0.357589564744121","21.3176425195331"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E06000017","Rutland","857","Secondary",3,"2926.38461538462","344979","350814","5835","25850","18563","7287","5185","376664","170385","170096","340481","4498","13905","1553","0","10","48","0","410","1750","1","58","828","1024","0","302","2767","0","1742","374","687","5903","323","4","3283","93.1371195548287","6.86288044517129","4.92826497886711","1.93461546630419","3.69161905571013","0.412303803920736","0.0992927383556698","1.56717923666716","0.182390671792367","0.0857528194889875","0","0.00265488605229064","0.0127434530509951","0.108850328143916","0.000265488605229064","0.0153983391032857","0.219824565129665","0.464605059150861","19.1776204920795"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E10000031","Warwickshire","937","Secondary",37.7142857142857,"34813.7571428571","4195787","4242414","46627","400607","278288","122319","130377","4643021","2013881","2062384","4076265","119522","215343","17321","228","9","31","0","10771","21757","270","334","12224","17710","0","2651","21668","1234","3364","8718","10855","101322","1424","39","40165","91.3718460459257","8.6281539540743","5.99368385368061","2.63447010039369","4.63799323759251","0.373054526352562","0.187765681008119","2.18224298360916","0.23379174894966","0.0306696868267449","0.00491059592450691","0.000193839312809483","0.000667668744121554","0.231982582030105","0.0058151793842845","0.00719359227537416","0.263276862198125","0.468595769866214","22.8985006762785"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E06000062","West Northamptonshire","941","Secondary",22.8142857142857,"26822.6142857143","3348159","3370405","22246","288860","188442","100418","102077","3659265","1603964","1648470","3252434","95725","143171","12829","159","4","43","0","10932","12765","423","204","7912","4641","0","3119","11785","1851","850","10233","6352","83081","752","23","31188","92.1060650157887","7.89393498421131","5.14972269021238","2.74421229399893","3.91256167563705","0.35058953095772","0.279646322417207","2.27042862432756","0.173586772206987","0.0205505750471748","0.00434513488364467","0.000109311569399866","0.00117509937104856","0.298748519169833","0.0115596984640358","0.00557489003939316","0.216218284272935","0.348840545847322","21.7413441955193"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000005","Brent","304","Secondary",15.7846153846154,"17422.7230769231","2029959","2045098","15139","131032","82115","48917","64243","2176130","965091","1005341","1970432","59527","58628","8451","74","5","0","0","4083","9786","245","246","597","3943","10","1553","7557","999","1077","4519","4716","34638","5044","16","21285","93.9786685538088","6.02133144619117","3.77344184400748","2.24788960218369","2.69414051550229","0.388349960710068","0.207662226061862","1.59172475909068","0.216714994049069","0.231787622982083","0.00340053213732636","0.000229765684954483","0","0.187626658333831","0.0112585185627697","0.0113044716997606","0.0274340227835653","0.449697398592915","18.0648738563903"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000005","Rochdale","354","Secondary",12.8428571428571,"14378.1428571429","1788430","1805697","17267","165205","87394","77811","71270","1970902","845982","881056","1727038","61392","60926","6260","22","432","0","0","8273","8349","87","154","2889","6971","3","438","7597","1885","373","10176","9878","56445","1312","14","13095","91.6177973334037","8.38220266659631","4.43421337032486","3.94798929627145","3.09127495938408","0.31762106893189","0.51631182067906","2.86391713032916","0.501191840081343","0.0665685051818913","0.00111624017835489","0.0219188980476959","0","0.419757045251362","0.00441422252349432","0.0078136812484842","0.146582630693967","0.423613147685679","25.150582251372"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York","816","Secondary",8.97142857142857,"9834.31428571429","1203271","1215737","12466","119596","75407","44189","39770","1335333","574199","594832","1169031","34240","53114","6161","46","3","65","0","5942","6615","62","81","3318","3524","0","829","6476","488","1149","3904","5530","34693","62","9","11411","91.043732162689","8.95626783731099","5.64705582802192","3.30921200928907","3.97758461746995","0.461383040784583","0.292361530794191","2.59807853172205","0.414128910166977","0.00464303660585038","0.00344483361079221","0.000224663061573405","0.00486769966742378","0.444982637289725","0.00464303660585038","0.00606590266248194","0.248477346100186","0.495382050769359","23.66035455278"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000025","Birmingham","330","Secondary",87.9571428571429,"77656.5142857143","9528317","9596338","68021","765009","457785","307224","336756","10361347","4519083","4710787","9229870","298447","356383","29696","703","327","5","2","29925","33024","105","1160","6453","9329","12","3997","53265","402","1016","46308","38309","214224","8383","90","86699","92.6167032143601","7.38329678563994","4.4181996800223","2.96509710561764","3.43954314048164","0.286603662631895","0.446930307420454","2.06753040893235","0.369729920250716","0.0809064690141156","0.00678483212655652","0.0031559603206031","4.8256274015338e-05","0.288813799981798","0.0010133817543221","0.0111954555715584","0.0622795472441952","0.318723038616504","22.3978687844783"
